╧ ВЕЙС;дЮРЮ ОПНДЮФС;пЁЙ;лЁЯЪЖЭ;дЕМЭ;рНБЮП ID;рНБЮП  ID МНБХИ;йЁКЭЙЁЯРЭ;жЁМЮ НДХМХЖЁ;бХПСВЙЮ, ЦПМ;оНЙСОЕЖЭ;яНАЁБЮПРЁЯРЭ, ЦПМ;дЮРЮ БЁДБЮМРЮФЕММЪ
100004488;18.01.2016;2016;1;18;ую-3279;10172;1;1357.98816;1357.98816;;1090.02;18.01.2016
100004488;18.01.2016;2016;1;18;ую-3277;10170;1;733.63104;733.63104;;487.92;18.01.2016
100004491;16.11.2017;2017;11;16;ую-3139;10032;1;73.050432;73.050432;;37.37;18.11.2017
100004491;16.11.2017;2017;11;16;ую-3168;10061;1;695.6672;695.6672;;434.01;18.11.2017
100004491;16.11.2017;2017;11;16;ую-3421;10314;2;624.51081;1249.02162;;581.4;18.11.2017
100004491;16.11.2017;2017;11;16;ую-3162;10055;1;515.508;515.508;;214.7;18.11.2017
100004491;16.11.2017;2017;11;16;ую-3149;10042;1;482.0774;482.0774;;259.7;18.11.2017
100004491;16.11.2017;2017;11;16;ую-3234;10127;1;567.648;567.648;;321.2;18.11.2017
100004497;25.07.2017;2017;7;25;ую-3130;10023;1;623.09808;623.09808;;311.3;26.07.2017
100004509;13.03.2018;2018;3;13;ую-3306;10199;1;362.0628;362.0628;;227.55;13.03.2018
100004509;13.03.2018;2018;3;13;ую-3291;10184;2;2179.9737024;4359.9474048;;2726.32;13.03.2018
100004509;13.03.2018;2018;3;13;ую-3265;10158;1;763.197072;763.197072;;406.77;13.03.2018
100004509;13.03.2018;2018;3;13;ую-3122;10015;1;5461.477644;5461.477644;;2506.9;13.03.2018
100004509;13.03.2018;2018;3;13;ую-3111;10004;1;1871.5494;1871.5494;;848.35;13.03.2018
100004509;13.03.2018;2018;3;13;ую-3420;10313;1;315.7404;315.7404;;179.22;13.03.2018
100004509;13.03.2018;2018;3;13;ую-3169;10062;1;1979.28132;1979.28132;;993.22;13.03.2018
100004530;17.02.2018;2018;2;17;ую-3372;10265;1;4032.678;4032.678;о╡а 69;2737.8;17.02.2018
100004543;09.04.2018;2018;4;9;ую-3238;10131;2;373.488;746.976;;491.96;09.04.2018
100004543;09.04.2018;2018;4;9;ую-3287;10180;1;5874.63888;5874.63888;;3966.9;09.04.2018
100004543;09.04.2018;2018;4;9;ую-3258;10151;1;933.4752;933.4752;;546.06;09.04.2018
100004543;09.04.2018;2018;4;9;ую-3407;10300;1;419.87484;419.87484;;226.8;09.04.2018
100004555;27.11.2016;2016;11;27;ую-3347;10240;1;772.452;772.452;о╡а 1113;588.82;27.11.2016
100004555;27.11.2016;2016;11;27;ую-3234;10127;1;466.41744;466.41744;о╡а 1113;300.76;27.11.2016
100004555;27.11.2016;2016;11;27;ую-3131;10024;1;518.13608;518.13608;о╡а 1113;263.29;27.11.2016
100004555;27.11.2016;2016;11;27;ую-3146;10039;1;448.08192;448.08192;о╡а 1113;220.48;27.11.2016
100004555;27.11.2016;2016;11;27;ую-3248;10141;2;404.176608;808.353216;о╡а 1113;541.8;27.11.2016
100004576;24.06.2018;2018;6;24;ую-3176;10069;1;1406.9448;1406.9448;;683.56;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3238;10131;1;434.1798;434.1798;;225.9;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3293;10186;1;4203.6588;4203.6588;;2718;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3446;10339;2;1318.5172;2637.0344;;1579.16;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3365;10258;2;1647.824;3295.648;;2617.4;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3266;10159;1;878.2272;878.2272;;426.6;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3337;10230;1;201.2208;201.2208;;123.2;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3317;10210;1;597.632;597.632;;261;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3389;10282;1;772.622592;772.622592;;452.52;24.06.2018
100004576;24.06.2018;2018;6;24;ую-3128;10021;1;611.952;611.952;;209;24.06.2018
100004583;07.01.2017;2017;1;7;ую-3294;10187;2;3590.78784;7181.57568;;4064;07.01.2017
100004583;07.01.2017;2017;1;7;ую-3231;10124;1;268.7872;268.7872;;176;07.01.2017
100004583;07.01.2017;2017;1;7;ую-3289;10182;1;3850.893312;3850.893312;;3105.24;07.01.2017
100004589;19.07.2018;2018;7;19;ую-3350;10243;1;251.7632;251.7632;о╡а 534;179.78;22.07.2018
100004589;19.07.2018;2018;7;19;ую-3142;10035;1;531.72736;531.72736;о╡а 534;351.64;22.07.2018
100004617;31.01.2016;2016;1;31;ую-3178;10071;1;1031.16824;1031.16824;;680.86;31.01.2016
100004617;31.01.2016;2016;1;31;ую-3418;10311;1;308.16;308.16;;226.84;31.01.2016
100004626;31.01.2017;2017;1;31;ую-3247;10140;1;460.3599;460.3599;;227.76;31.01.2017
100004635;22.01.2016;2016;1;22;ую-3180;10073;1;1673.11824;1673.11824;;750.42;25.01.2016
100004645;29.05.2018;2018;5;29;ую-3196;10089;1;1714.4061;1714.4061;;694.66;03.06.2018
100004645;29.05.2018;2018;5;29;ую-3202;10095;1;7112.904008;7112.904008;;3952.3;03.06.2018
100004645;29.05.2018;2018;5;29;ую-3281;10174;1;1462.067328;1462.067328;;994.08;03.06.2018
100004645;29.05.2018;2018;5;29;ую-3242;10135;1;797.04;797.04;;365.31;03.06.2018
100004650;25.05.2018;2018;5;25;ую-3174;10067;1;1749.8251152;1749.8251152;;1115.1;30.05.2018
100004650;25.05.2018;2018;5;25;ую-3431;10324;2;2585.7216;5171.4432;;2439.36;30.05.2018
100004650;25.05.2018;2018;5;25;ую-3192;10085;1;1022.7294;1022.7294;;485.13;30.05.2018
100004650;25.05.2018;2018;5;25;ую-3401;10294;1;329.472;329.472;;220.35;30.05.2018
100004656;18.01.2017;2017;1;18;ую-3429;10322;1;1271.0016;1271.0016;;739.86;19.01.2017
100004656;18.01.2017;2017;1;18;ую-3379;10272;1;4890.5948;4890.5948;;2782.26;19.01.2017
100004656;18.01.2017;2017;1;18;ую-3378;10271;1;5078.8696;5078.8696;;3715.18;19.01.2017
100004656;18.01.2017;2017;1;18;ую-3198;10091;1;2800.512;2800.512;;1407.6;19.01.2017
100004661;14.08.2016;2016;8;14;ую-3363;10256;1;2362.932;2362.932;;1095.12;16.08.2016
100004675;16.10.2016;2016;10;16;ую-3397;10290;1;531.6036;531.6036;;232.76;16.10.2016
100004698;09.02.2016;2016;2;9;ую-3127;10020;1;241.92256;241.92256;;119.79;09.02.2016
100004722;29.05.2018;2018;5;29;ую-3396;10289;1;311.9908;311.9908;о╡а 560;161.92;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3236;10129;1;771.75;771.75;о╡а 560;427.5;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3231;10124;1;262.3104;262.3104;о╡а 560;183.04;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3180;10073;1;1755.13384;1755.13384;о╡а 560;856.54;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3385;10278;1;495.836;495.836;о╡а 560;266.68;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3200;10093;1;712.8984;712.8984;о╡а 560;401.36;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3171;10064;1;1216.4692176;1216.4692176;о╡а 560;735.42;30.05.2018
100004722;29.05.2018;2018;5;29;ую-3434;10327;1;2053.0292;2053.0292;о╡а 560;865.57;30.05.2018
100004726;02.02.2018;2018;2;2;ую-3245;10138;1;132.93;132.93;;74.25;02.02.2018
100004727;12.05.2016;2016;5;12;ую-3221;10114;1;331.8705;331.8705;;183;12.05.2016
100004727;12.05.2016;2016;5;12;ую-3412;10305;1;328.2136;328.2136;;169.12;12.05.2016
100004727;12.05.2016;2016;5;12;ую-3233;10126;1;281.106;281.106;;199.5;12.05.2016
100004727;12.05.2016;2016;5;12;ую-3320;10213;1;513.45448;513.45448;;278.39;12.05.2016
100004728;02.03.2016;2016;3;2;ую-3368;10261;2;2163.656;4327.312;;1966.96;02.03.2016
100004728;02.03.2016;2016;3;2;ую-3383;10276;2;463.0395;926.079;;422.18;02.03.2016
100004731;14.01.2017;2017;1;14;ую-3315;10208;1;352.79556;352.79556;;258.53;14.01.2017
100004754;12.11.2017;2017;11;12;ую-3299;10192;1;510.59232;510.59232;;307.8;13.11.2017
100004756;14.05.2016;2016;5;14;ую-3175;10068;2;2350.25472;4700.50944;о╡а 331;3117.6;18.05.2016
100004756;14.05.2016;2016;5;14;ую-3220;10113;1;563.0688;563.0688;о╡а 331;307.8;18.05.2016
100004756;14.05.2016;2016;5;14;ую-3232;10125;1;301.1462;301.1462;о╡а 331;168.72;18.05.2016
100004756;14.05.2016;2016;5;14;ую-3371;10264;1;406.370844;406.370844;о╡а 331;281.88;18.05.2016
100004759;14.01.2016;2016;1;14;ую-3359;10252;1;630.14784;630.14784;;408;14.01.2016
100004759;14.01.2016;2016;1;14;ую-3397;10290;1;490.623672;490.623672;;260.59;14.01.2016
100004762;18.06.2017;2017;6;18;ую-3431;10324;1;1956.122784;1956.122784;;1232;18.06.2017
100004782;28.12.2017;2017;12;28;ую-3173;10066;1;2149.98528;2149.98528;о╡а 259;1003.2;28.12.2017
100004782;28.12.2017;2017;12;28;ую-3283;10176;1;2706.3456;2706.3456;о╡а 259;1423.24;28.12.2017
100004790;10.11.2017;2017;11;10;ую-3323;10216;1;626.0527872;626.0527872;о╡а 626;331.2;10.11.2017
100004792;15.01.2018;2018;1;15;ую-3252;10145;1;377.511;377.511;о╡а 261;184.37;15.01.2018
100004799;22.03.2016;2016;3;22;ую-3355;10248;2;685.598256;1371.196512;;1455.48;22.03.2016
100004808;20.09.2016;2016;9;20;ую-3360;10253;1;436.31808;436.31808;;285.83;20.09.2016
100004808;20.09.2016;2016;9;20;ую-3122;10015;2;6086.7532;12173.5064;;4831.48;20.09.2016
100004829;09.09.2016;2016;9;9;ую-3409;10302;1;612.98568;612.98568;;404.79;09.09.2016
100004829;09.09.2016;2016;9;9;ую-3116;10009;1;266.5056;266.5056;;125.58;09.09.2016
100004829;09.09.2016;2016;9;9;ую-3160;10053;2;567.1;1134.2;;490;09.09.2016
100004829;09.09.2016;2016;9;9;ую-3215;10108;1;398.2;398.2;;197.29;09.09.2016
100004831;28.09.2017;2017;9;28;ую-3133;10026;2;813.904;1627.808;о╡а 568;756;01.10.2017
100004831;28.09.2017;2017;9;28;ую-3241;10134;2;663.48;1326.96;о╡а 568;729.44;01.10.2017
100004831;28.09.2017;2017;9;28;ую-3336;10229;1;230.61768;230.61768;о╡а 568;158.46;01.10.2017
100004831;28.09.2017;2017;9;28;ую-3361;10254;1;633.622528;633.622528;о╡а 568;381.3;01.10.2017
100004831;28.09.2017;2017;9;28;ую-3300;10193;2;495.5856;991.1712;о╡а 568;616.4;01.10.2017
100004831;28.09.2017;2017;9;28;ую-3410;10303;1;227.55;227.55;о╡а 568;120.99;01.10.2017
100004876;12.02.2018;2018;2;12;ую-3348;10241;1;1858.23072;1858.23072;о╡а 625;1246.8;12.02.2018
100004876;12.02.2018;2018;2;12;ую-3272;10165;2;1413.828;2827.656;о╡а 625;1796.7;12.02.2018
100004876;12.02.2018;2018;2;12;ую-3284;10177;1;288.9432;288.9432;о╡а 625;187.11;12.02.2018
100004886;16.06.2017;2017;6;16;ую-3374;10267;1;5098.880868;5098.880868;;3699.46;16.06.2017
100004886;16.06.2017;2017;6;16;ую-3228;10121;1;630.336;630.336;;282.8;16.06.2017
100004893;28.12.2016;2016;12;28;ую-3354;10247;1;915.5464;915.5464;;536.58;28.12.2016
100004904;09.02.2017;2017;2;9;ую-3328;10221;1;446.03104;446.03104;о╡а 987;252.28;10.02.2017
100004913;23.04.2018;2018;4;23;ую-3132;10025;1;233.85944;233.85944;;101.97;26.04.2018
100004913;23.04.2018;2018;4;23;ую-3445;10338;1;1103.2056;1103.2056;;584.1;26.04.2018
100004913;23.04.2018;2018;4;23;ую-3113;10006;1;4739.0412;4739.0412;;2076.84;26.04.2018
100004918;29.05.2018;2018;5;29;ую-3305;10198;2;271.70304;543.40608;;291.2;30.05.2018
100004918;29.05.2018;2018;5;29;ую-3392;10285;1;516.22848;516.22848;;288.36;30.05.2018
100004920;04.09.2017;2017;9;4;ую-3243;10136;1;773.2452;773.2452;о╡а 821;404.04;04.09.2017
100004926;28.03.2018;2018;3;28;ую-3117;10010;1;6721.85808;6721.85808;;2757.72;29.03.2018
100004932;04.09.2016;2016;9;4;ую-3144;10037;1;422.53248;422.53248;;238.16;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3391;10284;2;396.7392;793.4784;;455.26;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3361;10254;2;844.928;1689.856;;910.2;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3196;10089;1;1529.0649;1529.0649;;812.9;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3243;10136;2;813.1032;1626.2064;;822.64;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3426;10319;1;1943.5185;1943.5185;;1042.8;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3394;10287;1;83.69196;83.69196;;54.05;04.09.2016
100004932;04.09.2016;2016;9;4;ую-3238;10131;1;471.575286;471.575286;;245.98;04.09.2016
100004941;30.09.2016;2016;9;30;ую-3173;10066;1;1764.61056;1764.61056;;1021.44;02.10.2016
100004947;08.10.2016;2016;10;8;ую-3341;10234;1;362.10816;362.10816;о╡а 654;232.2;08.10.2016
100004947;08.10.2016;2016;10;8;ую-3370;10263;1;464.013;464.013;о╡а 654;213.64;08.10.2016
100004947;08.10.2016;2016;10;8;ую-3232;10125;1;253.5968;253.5968;о╡а 654;174.8;08.10.2016
100004958;26.11.2016;2016;11;26;ую-3285;10178;1;267.5904;267.5904;;211.77;27.11.2016
100004959;08.11.2017;2017;11;8;ую-3142;10035;1;507.734784;507.734784;;309.92;08.11.2017
100004959;08.11.2017;2017;11;8;ую-3442;10335;1;1205.4392;1205.4392;;672.28;08.11.2017
100004963;20.08.2017;2017;8;20;ую-3403;10296;1;444.528;444.528;;249.9;20.08.2017
100004963;20.08.2017;2017;8;20;ую-3130;10023;1;566.4528;566.4528;;260.36;20.08.2017
100004964;21.02.2018;2018;2;21;ую-3342;10235;1;1594.72232;1594.72232;;937.38;21.02.2018
100004970;10.11.2016;2016;11;10;ую-3435;10328;1;559.1046;559.1046;о╡а 891;273.9;13.11.2016
100004971;25.11.2017;2017;11;25;ую-3435;10328;1;537.3918;537.3918;;246.51;25.11.2017
100004979;29.11.2016;2016;11;29;ую-3289;10182;2;4579.70688;9159.41376;;5496;02.12.2016
100004979;29.11.2016;2016;11;29;ую-3207;10100;1;4394.655356;4394.655356;;2442.6;02.12.2016
100004980;26.09.2018;2018;9;26;ую-3110;10003;1;1982.0191776;1982.0191776;о╡а 1146;1435.84;27.09.2018
100004980;26.09.2018;2018;9;26;ую-3280;10173;1;3570.4836;3570.4836;о╡а 1146;2338.35;27.09.2018
100004980;26.09.2018;2018;9;26;ую-3135;10028;1;1073.10224;1073.10224;о╡а 1146;478.24;27.09.2018
100004980;26.09.2018;2018;9;26;ую-3134;10027;2;335.9244;671.8488;о╡а 1146;386.12;27.09.2018
100004980;26.09.2018;2018;9;26;ую-3351;10244;1;1312.03776;1312.03776;о╡а 1146;781.44;27.09.2018
100004997;21.07.2018;2018;7;21;ую-3327;10220;1;633.6512;633.6512;;307.2;26.07.2018
100004997;21.07.2018;2018;7;21;ую-3418;10311;1;301.2264;301.2264;;254.66;26.07.2018
100004997;21.07.2018;2018;7;21;ую-3237;10130;1;95.241216;95.241216;;52.64;26.07.2018
100004997;21.07.2018;2018;7;21;ую-3267;10160;1;1098.066;1098.066;;446.2;26.07.2018
100005003;03.12.2016;2016;12;3;ую-3376;10269;1;5900.8248;5900.8248;;3124.74;07.12.2016
100005003;03.12.2016;2016;12;3;ую-3369;10262;2;617.76;1235.52;;667.68;07.12.2016
100005003;03.12.2016;2016;12;3;ую-3193;10086;1;2904.6516;2904.6516;;1817.92;07.12.2016
100005007;30.10.2017;2017;10;30;ую-3205;10098;1;6558.6708;6558.6708;;3649.77;30.10.2017
100005011;03.01.2017;2017;1;3;ую-3353;10246;1;268.128;268.128;;182.4;07.01.2017
100005011;03.01.2017;2017;1;3;ую-3430;10323;1;1571.7;1571.7;;959.14;07.01.2017
100005019;01.10.2016;2016;10;1;ую-3422;10315;2;389.6025;779.205;;369.24;01.10.2016
100005019;01.10.2016;2016;10;1;ую-3235;10128;2;307.9701;615.9402;;409.76;01.10.2016
100005029;06.02.2018;2018;2;6;ую-3372;10265;2;5163.795;10327.59;;5120.7;06.02.2018
100005029;06.02.2018;2018;2;6;ую-3118;10011;1;5221.87776;5221.87776;;2863.35;06.02.2018
100005029;06.02.2018;2018;2;6;ую-3210;10103;1;3443.0496;3443.0496;;1865.28;06.02.2018
100005029;06.02.2018;2018;2;6;ую-3184;10077;1;2361.3456;2361.3456;;998.64;06.02.2018
100005029;06.02.2018;2018;2;6;ую-3317;10210;1;518.017024;518.017024;;269.7;06.02.2018
100005029;06.02.2018;2018;2;6;ую-3202;10095;1;7366.7279;7366.7279;;3808.58;06.02.2018
100005029;06.02.2018;2018;2;6;ую-3180;10073;1;1722.3276;1722.3276;;864.12;06.02.2018
100005048;27.06.2016;2016;6;27;ую-3139;10032;1;88.6372;88.6372;;43.29;29.06.2016
100005048;27.06.2016;2016;6;27;ую-3132;10025;1;210.70504;210.70504;;114.33;29.06.2016
100005054;22.01.2016;2016;1;22;ую-3334;10227;1;622.33776;622.33776;;435.68;22.01.2016
100005056;03.04.2017;2017;4;3;ую-3416;10309;1;271.6;271.6;о╡а 198;152.6;06.04.2017
100005070;31.10.2017;2017;10;31;ую-3286;10179;1;356.96;356.96;;253;02.11.2017
100005080;31.07.2018;2018;7;31;ую-3366;10259;1;2836.62;2836.62;о╡а 1198;1530;05.08.2018
100005080;31.07.2018;2018;7;31;ую-3118;10011;1;6052.63104;6052.63104;о╡а 1198;2836.08;05.08.2018
100005080;31.07.2018;2018;7;31;ую-3189;10082;1;1867.075056;1867.075056;о╡а 1198;799.2;05.08.2018
100005081;27.02.2016;2016;2;27;ую-3203;10096;2;7258.2915;14516.583;;6154.74;28.02.2016
100005085;08.08.2016;2016;8;8;ую-3324;10217;1;246.52992;246.52992;;176.4;08.08.2016
100005085;08.08.2016;2016;8;8;ую-3352;10245;1;778.0002048;778.0002048;;464.36;08.08.2016
100005085;08.08.2016;2016;8;8;ую-3435;10328;1;493.9662;493.9662;;286.35;08.08.2016
100005087;09.03.2017;2017;3;9;ую-3363;10256;1;2061.774;2061.774;;1084.59;09.03.2017
100005087;09.03.2017;2017;3;9;ую-3355;10248;1;787.168368;787.168368;;634.44;09.03.2017
100005088;22.06.2018;2018;6;22;ую-3409;10302;1;631.944;631.944;;404.79;22.06.2018
100005088;22.06.2018;2018;6;22;ую-3124;10017;1;3895.6929792;3895.6929792;;1640.1;22.06.2018
100005100;07.06.2017;2017;6;7;ую-3399;10292;1;217.1904;217.1904;о╡а 1086;106.4;07.06.2017
100005100;07.06.2017;2017;6;7;ую-3349;10242;1;427.142016;427.142016;о╡а 1086;305.97;07.06.2017
100005100;07.06.2017;2017;6;7;ую-3431;10324;1;2073.456;2073.456;о╡а 1086;1416.8;07.06.2017
100005100;07.06.2017;2017;6;7;ую-3126;10019;1;6210.484224;6210.484224;о╡а 1086;2770.18;07.06.2017
100005100;07.06.2017;2017;6;7;ую-3275;10168;2;366.458;732.916;о╡а 1086;492;07.06.2017
100005100;07.06.2017;2017;6;7;ую-3173;10066;1;2251.39968;2251.39968;о╡а 1086;1012.32;07.06.2017
100005103;22.06.2017;2017;6;22;ую-3444;10337;2;485.94;971.88;;589.68;22.06.2017
100005134;16.05.2016;2016;5;16;ую-3164;10057;1;511.888;511.888;;216.2;16.05.2016
100005134;16.05.2016;2016;5;16;ую-3204;10097;1;6230.7224;6230.7224;;3538.82;16.05.2016
100005134;16.05.2016;2016;5;16;ую-3125;10018;2;6838.5734144;13677.1468288;;6569.92;16.05.2016
100005136;27.01.2016;2016;1;27;ую-3389;10282;1;837.6648;837.6648;о╡а 365;439.95;27.01.2016
100005136;27.01.2016;2016;1;27;ую-3399;10292;1;187.371968;187.371968;о╡а 365;105.28;27.01.2016
100005136;27.01.2016;2016;1;27;ую-3282;10175;1;761.03968;761.03968;о╡а 365;717.06;27.01.2016
100005136;27.01.2016;2016;1;27;ую-3257;10150;1;1232.34;1232.34;о╡а 365;796.65;27.01.2016
100005156;20.12.2017;2017;12;20;ую-3276;10169;1;536.68936;536.68936;;294.5;20.12.2017
100005160;03.01.2018;2018;1;3;ую-3162;10055;1;497.42;497.42;о╡а 38;178.6;03.01.2018
100005160;03.01.2018;2018;1;3;ую-3312;10205;1;341.8272;341.8272;о╡а 38;251.49;03.01.2018
100005163;18.03.2017;2017;3;18;ую-3271;10164;2;1045.2288;2090.4576;;1284.72;18.03.2017
100005179;26.11.2017;2017;11;26;ую-3238;10131;1;499.5402;499.5402;;283.63;26.11.2017
100005179;26.11.2017;2017;11;26;ую-3124;10017;1;3944.23744;3944.23744;;1562;26.11.2017
100005214;28.05.2018;2018;5;28;ую-3158;10051;1;264.951792;264.951792;;165.41;02.06.2018
100005246;29.01.2016;2016;1;29;ую-3185;10078;1;820.5696;820.5696;о╡а 307;469.28;29.01.2016
100005246;29.01.2016;2016;1;29;ую-3247;10140;1;450.702;450.702;о╡а 307;234.33;29.01.2016
100005246;29.01.2016;2016;1;29;ую-3330;10223;2;390.15108;780.30216;о╡а 307;539.34;29.01.2016
100005246;29.01.2016;2016;1;29;ую-3402;10295;1;340.0012;340.0012;о╡а 307;234.08;29.01.2016
100005254;17.06.2018;2018;6;17;ую-3231;10124;1;272.0256;272.0256;;163.68;17.06.2018
100005254;17.06.2018;2018;6;17;ую-3360;10253;1;515.64864;515.64864;;297.15;17.06.2018
100005254;17.06.2018;2018;6;17;ую-3410;10303;1;222.77145;222.77145;;113.22;17.06.2018
100005254;17.06.2018;2018;6;17;ую-3121;10014;2;7458.68817;14917.37634;;8432.34;17.06.2018
100005254;17.06.2018;2018;6;17;ую-3112;10005;1;2174.774976;2174.774976;;1181.88;17.06.2018
100005263;14.07.2018;2018;7;14;ую-3201;10094;1;312.5096;312.5096;о╡а 1265;154.02;16.07.2018
100005263;14.07.2018;2018;7;14;ую-3348;10241;1;1870.2;1870.2;о╡а 1265;1111.73;16.07.2018
100005288;24.02.2018;2018;2;24;ую-3235;10128;1;330.7827;330.7827;;232.46;24.02.2018
100005288;24.02.2018;2018;2;24;ую-3192;10085;1;1012.98912;1012.98912;;508.68;24.02.2018
100005288;24.02.2018;2018;2;24;ую-3353;10246;1;306.432;306.432;;145.92;24.02.2018
100005288;24.02.2018;2018;2;24;ую-3279;10172;1;1705.38048;1705.38048;;1040.92;24.02.2018
100005288;24.02.2018;2018;2;24;ую-3444;10337;1;436.8;436.8;;273;24.02.2018
100005288;24.02.2018;2018;2;24;ую-3348;10241;1;1530.01062;1530.01062;;955.88;24.02.2018
100005289;14.02.2016;2016;2;14;ую-3369;10262;1;645.216;645.216;;349.44;14.02.2016
100005295;27.07.2016;2016;7;27;ую-3229;10122;1;257.86926;257.86926;;171.15;31.07.2016
100005295;27.07.2016;2016;7;27;ую-3363;10256;1;2617.758;2617.758;;1074.06;31.07.2016
100005295;27.07.2016;2016;7;27;ую-3402;10295;1;415.620744;415.620744;;204.82;31.07.2016
100005295;27.07.2016;2016;7;27;ую-3222;10115;1;324.8336;324.8336;;200.56;31.07.2016
100005302;22.11.2016;2016;11;22;ую-3264;10157;1;1934.8992;1934.8992;о╡а 40;1060.8;25.11.2016
100005302;22.11.2016;2016;11;22;ую-3386;10279;1;709.60428;709.60428;о╡а 40;345.03;25.11.2016
100005306;25.08.2016;2016;8;25;ую-3398;10291;1;220.31576;220.31576;;137.64;25.08.2016
100005313;11.04.2016;2016;4;11;ую-3356;10249;1;480.0312;480.0312;;386.1;13.04.2016
100005313;11.04.2016;2016;4;11;ую-3339;10232;1;657.29664;657.29664;;451.44;13.04.2016
100005318;30.06.2018;2018;6;30;ую-3294;10187;1;3655.48672;3655.48672;;1849.12;03.07.2018
100005319;02.08.2018;2018;8;2;ую-3229;10122;1;282.07476;282.07476;;167.89;02.08.2018
100005319;02.08.2018;2018;8;2;ую-3113;10006;1;3490.93728;3490.93728;;1942.23;02.08.2018
100005325;26.09.2016;2016;9;26;ую-3112;10005;2;2269.54728;4539.09456;о╡а 938;2436.12;30.09.2016
100005325;26.09.2016;2016;9;26;ую-3126;10019;1;4075.05266;4075.05266;о╡а 938;3094.35;30.09.2016
100005348;22.04.2017;2017;4;22;ую-3433;10326;1;394.956;394.956;;179.82;22.04.2017
100005357;10.01.2017;2017;1;10;ую-3212;10105;1;568.717596;568.717596;;334.65;10.01.2017
100005357;10.01.2017;2017;1;10;ую-3129;10022;1;404.1770832;404.1770832;;194.12;10.01.2017
100005357;10.01.2017;2017;1;10;ую-3344;10237;1;1415.82528;1415.82528;;776.22;10.01.2017
100005357;10.01.2017;2017;1;10;ую-3390;10283;2;233.892;467.784;;271.56;10.01.2017
100005357;10.01.2017;2017;1;10;ую-3385;10278;1;450.76;450.76;;217.12;10.01.2017
100005357;10.01.2017;2017;1;10;ую-3211;10104;2;3301.890048;6603.780096;;3362.04;10.01.2017
100005357;10.01.2017;2017;1;10;ую-3427;10320;1;2188.7712;2188.7712;;1223.04;10.01.2017
100005377;10.01.2016;2016;1;10;ую-3331;10224;1;218.31936;218.31936;;157.2;10.01.2016
100005406;26.01.2017;2017;1;26;ую-3427;10320;1;1945.5744;1945.5744;;1164.24;31.01.2017
100005417;17.06.2017;2017;6;17;ую-3184;10077;2;1642.6752;3285.3504;о╡а 614;2102.4;17.06.2017
100005417;17.06.2017;2017;6;17;ую-3261;10154;1;1914.354;1914.354;о╡а 614;1063.53;17.06.2017
100005473;11.04.2018;2018;4;11;ую-3139;10032;1;76.0942;76.0942;;35.15;11.04.2018
100005473;11.04.2018;2018;4;11;ую-3201;10094;1;291.4753;291.4753;;140.43;11.04.2018
100005481;08.07.2018;2018;7;8;ую-3208;10101;1;3861;3861;;2081.25;08.07.2018
100005487;20.03.2016;2016;3;20;ую-3291;10184;1;1818.9184;1818.9184;;1311.72;20.03.2016
100005505;27.09.2018;2018;9;27;ую-3309;10202;1;68.076288;68.076288;;53.55;30.09.2018
100005507;25.04.2017;2017;4;25;ую-3176;10069;1;1672.70104;1672.70104;;743;25.04.2017
100005507;25.04.2017;2017;4;25;ую-3269;10162;1;297.9534;297.9534;;206.46;25.04.2017
100005507;25.04.2017;2017;4;25;ую-3231;10124;1;336.63168;336.63168;;158.4;25.04.2017
100005507;25.04.2017;2017;4;25;ую-3193;10086;2;2792.471952;5584.943904;;3845.6;25.04.2017
100005531;11.04.2018;2018;4;11;ую-3350;10243;1;284.34432;284.34432;;169.1;11.04.2018
100005531;11.04.2018;2018;4;11;ую-3124;10017;1;3223.6556;3223.6556;;1530.76;11.04.2018
100005540;15.04.2016;2016;4;15;ую-3392;10285;1;548.5248;548.5248;;267;18.04.2016
100005559;21.07.2016;2016;7;21;ую-3416;10309;1;304.192;304.192;о╡а 485;138.6;25.07.2016
100005578;28.01.2016;2016;1;28;ую-3281;10174;1;1480.94208;1480.94208;;921.12;28.01.2016
100005578;28.01.2016;2016;1;28;ую-3433;10326;1;319.3992;319.3992;;178.2;28.01.2016
100005578;28.01.2016;2016;1;28;ую-3370;10263;1;426.517;426.517;;259.42;28.01.2016
